,published_date,title,text,kode_emitten,label_1,label_2,label_3
1590,2021-01-22,"Intip Profil Viviana Dyah, Direktur Keuangan BRI yang Baru","Take a peek at the profile of Viviana Dyah, BRI's new finance director",BBRI,0.0,0.0,0.0
1591,2021-01-22,"Angkat Direksi Milenial, BRI Jalankan Regenerasi dengan Baik","Appoint Millennial Directors, BRI Carry Out Regeneration Well",BBRI,0.0,0.0,0.0
1592,2021-01-22,"BRI Rombak 4 Direksi, Nasabah Kresna Life Stres & Depresi","BRI Changes 4 Directors, Kresna Life Stress & Depression Customers",BBRI,0.0,0.0,0.0
1593,2021-01-22,Generasi Muda di Direksi BRI Bawa Spirit Perubahan,The Young Generation on BRI's Board of Directors Brings a Spirit of Change,BBRI,0.0,0.0,0.0
1594,2021-01-22,Membedah Potensi Tersembunyi dari BRI,Dissecting the Hidden Potential of BRI,BBRI,0.0,0.0,0.0
1595,2021-01-22,"Jadi Direktur BKM Bank BRI, Ini Profil Amam Sukriyanto","Becoming Director of BKM Bank BRI, This is Amam Sukriyanto's Profile",BBRI,0.0,0.0,0.0
1596,2021-01-24,"Kelola Risiko, BRI Jaga Pencadangan Terukur selama Pandemi","Manage Risk, BRI Maintains Measurable Reserves during the Pandemic",BBRI,0.0,0.0,0.0
1597,2021-01-25,"Bank Mandiri Gelar MIF 2021, Bakal Dihadiri 13 Ribu Audience","Bank Mandiri Holds MIF 2021, Will Be Attended by 13 Thousand Audiences",BMRI,0.0,0.0,0.0
1598,2021-01-25,Market Cap Bank Mandiri Meroket! BCA & BRI Kokoh di Puncak,Bank Mandiri's Market Cap Skyrockets! BCA & BRI Firmly at the Top,BBRI,0.0,0.0,0.0
1599,2021-01-25,BCA Salurkan Bantuan bagi Masyarakat Terdampak Banjir di Kalimantan Selatan,BCA Distributes Aid to Communities Affected by Floods in South Kalimantan,BBCA,0.0,0.0,0.0
1600,2021-01-26,"Gelar KPR Virtual Expo, BRI Tawarkan KPR dengan Bunga 3,76%","Holding KPR Virtual Expo, BRI Offers KPR with 3.76% Interest",BBRI,0.0,0.0,0.0
1601,2021-01-26,"Resmi! Bank Permata (BNLI) jadi BUKU IV, Satu 'Geng' dengan BRI, Mandiri, BCA, dkk","Official! Bank Permata (BNLI) becomes BUKU IV, One 'Gang' with BRI, Mandiri, BCA, et al",BBRI,0.0,0.0,0.0
1602,2021-01-26,"Beli ORI019 di BRI Dapat Cuan Ganda, Ini Buktinya!","Buy ORI019 at BRI and get double profits, here's the proof!",BBRI,0.0,0.0,0.0
1603,2021-01-26,BCA Buka Suara Atas Gugatan Sri Bintang Pamungkas,BCA Opens Voice on Sri Bintang Pamungkas' Lawsuit,BBCA,0.0,0.0,0.0
1604,2021-01-26,7 Fakta Sri Bintang Pamungkas Gugat BCA Rp10 Miliar,7 Facts about Sri Bintang Pamungkas Suing BCA for IDR 10 Billion,BBCA,0.0,0.0,0.0
1605,2021-01-27,"Bedah Prospek Ekonomi RI, BRI Group Gelar Economic Forum 2021","Discussing Indonesia's Economic Prospects, BRI Group Holds 2021 Economic Forum",BBRI,0.0,0.0,0.0
1606,2021-01-28,"Terdampak Pandemi, Laba Bank Mandiri 2020 Terkontraksi","Impacted by the Pandemic, Bank Mandiri's 2020 Profits Contracted",BMRI,1.0,1.0,1.0
1607,2021-01-28,"Kinerja Bank Mandiri BMRI Terpuruk, Pengamat: Ada Peluang Membaik 2021","Bank Mandiri BMRI Performance Declines, Observer: There is Opportunity to Improve in 2021",BMRI,0.0,0.0,0.0
1608,2021-01-28,"Bank Mandiri (BMRI) Cetak Laba Rp17 Triliun Sepanjang 2020, Turun 38 Persen","Bank Mandiri (BMRI) Prints Profit of IDR 17 Trillion Throughout 2020, Down 38 Percent",BMRI,1.0,1.0,1.0
1609,2021-01-28,"Laba Bank Mandiri di 2020 Ambles 37,7% Jadi Rp 17,1 Triliun",Bank Mandiri's Profit in 2020 Drops 37.7% to IDR 17.1 Trillion,BMRI,1.0,1.0,1.0
1610,2021-01-29,"Pandemi, Laba Bersih BNI Capai Rp 3,3 T di 2020","Pandemic, BNI Net Profit Reaches IDR 3.3 T in 2020",BBNI,0.0,0.0,0.0
1611,2021-01-29,"Duh! Laba BRI (BBRI) tergerus 45,8% sepanjang tahun 2020",Duh! BRI (BBRI) profits fell 45.8% throughout 2020,BBRI,1.0,1.0,1.0
1612,2021-01-29,"Bank Mandiri (BMRI) Salurkan Kredit Dana PEN Senilai Rp65,7 Triliun",Bank Mandiri (BMRI) Distributes PEN Fund Credit Worth IDR 65.7 Trillion,BMRI,0.0,0.0,0.0
1613,2021-01-29,Laba BRI Syariah (BRIS) 2020 Meroket 235 Persen Jadi Rp248 Miliar,BRI sharia (BRIS) 2020 Profit Skyrockets 235 Percent to IDR 248 Billion,BBRI,0.0,0.0,0.0
1614,2021-01-29,"Di Tengah Pandemi BRI Cetak Laba Bersih Rp 18,66 T di 2020",In the Midst of the Pandemic BRI Prints Net Profit of IDR 18.66 T in 2020,BBRI,1.0,0.0,0.0
1615,2021-01-29,"BRI: Tahun Terberat Telah Lewat, 2021 Semakin Sehat & Kuat","BRI: The toughest year is over, 2021 will be healthier & stronger",BBRI,0.0,0.0,0.0
1616,2021-01-29,BRI Bidik 57 Juta Pengusaha Ultra Mikro untuk Ekspansi Kredit,BRI Targets 57 Million Ultra Micro Entrepreneurs for Credit Expansion,BBRI,0.0,0.0,0.0
1617,2021-01-29,"Dengan Transformasi, BNI Yakin Kinerja 2021 Lebih Baik","With Transformation, BNI Believes Performance in 2021 Will Be Better",BBNI,0.0,0.0,0.0
1618,2021-01-29,"Laba Capai Rp 18,6 T di 2020, Aset Bank BRI Tembus Rp 1.512 T","Profit Reaches IDR 18.6 T in 2020, BRI Bank Assets Reach IDR 1,512 T",BBRI,0.0,0.0,0.0
1619,2021-01-29,"Tahun Terberat Telah Lewat, BRI Semakin Sehat & Kuat","The toughest year has passed, BRI is getting healthier & stronger",BBRI,0.0,0.0,0.0
1620,2021-01-30,"Tahun lalu, BRI meraup laba senilai Rp 18,660 triliun","Last year, BRI made a profit of IDR 18.660 trillion",BBRI,1.0,1.0,1.0
1621,2021-01-30,"Kinerja BNI tahun 2020 susut, keuntungan turun 78,7%","BNI's performance in 2020 declined, profits fell 78.7%",BBNI,1.0,1.0,1.0
1622,2021-01-31,"Jangan salah, BRIsyariah (BRIS) sudah resmi ganti nama","Make no mistake, BRIsyariah (BRIS) has officially changed its name",BBRI,0.0,0.0,0.0
1623,2021-02-01,"Kurs Jual Beli Dolar AS di BCA dan BRI, 1 Februari 2021","US Dollar Buying and Selling Rates at BCA and BRI, February 1 2021",BBCA,0.0,0.0,0.0
1624,2021-02-01,Bos BRI: Bank Syariah Indonesia Jadi Pilar Kekuatan Baru,BRI Boss: Indonesian Sharia Bank Becomes New Pillar of Strength,BBRI,0.0,0.0,0.0
1625,2021-02-01,"Perkuat Penetrasi KPR, BNI Gandeng Agung Sedayu Group","Strengthening KPR Penetration, BNI Collaborates with Agung Sedayu Group",BBNI,0.0,0.0,0.0
1626,2021-02-02,"Di Tengah Pandemi, BRI Berhasil Jaga Kualitas Kredit","In the Midst of the Pandemic, BRI Successfully Maintained Credit Quality",BBRI,0.0,0.0,0.0
1627,2021-02-02,"Meski Pandemi, BTN Pekanbaru Bidik KPR Tumbuh 10 Persen","Despite the Pandemic, BTN Pekanbaru Aims for KPR Growth of 10 Percent",BBTN,0.0,0.0,0.0
1628,2021-02-02,"Laba 2020 Terbang 6,7 Kali Lipat, Begini 5 Jurus BTN (BBTN)","2020 Profit Flies 6.7 Times, Here Are 5 Steps for BTN (BBTN)",BBTN,0.0,0.0,0.0
1629,2021-02-03,Harap Sabar! Bank Digital BCA Segera Meluncur Awal Tahun Ini,Please be patient! BCA Digital Bank Will Launch Early This Year,BBCA,0.0,0.0,0.0
1630,2021-02-03,"Wow! Aset BRI (BBRI) Tembus Rp1.500 Triliun, Masih jadi Bank Terbesar","Wow! BRI (BBRI) Assets Reach IDR 1,500 Trillion, Still the Largest Bank",BBRI,0.0,0.0,0.0
1631,2021-02-03,"Transaksi WELMA BCA di Januari Tembus Rp 6,7 T, Mayoritas SBN","WELMA BCA transactions in January reached IDR 6.7 T, the majority were SBN",BBCA,0.0,0.0,0.0
1632,2021-02-04,"Lewat Web Pasar BRI, 108.000 Pedagang Pasar Bisa Jualan Online","Through the BRI Market Website, 108,000 Market Traders Can Sell Online",BBRI,0.0,0.0,0.0
1633,2021-02-04,"Merdeka Copper Bersengketa dengan J Resources, Ada Apa?","freedom Copper Dispute with J Resources, What's Up?",MDKA,0.0,0.0,0.0
1634,2021-02-04,"BRI Biayai Pasang Solar Cell di Rumah, Murah & Tanpa Agunan","BRI Finances Installation of Solar Cells at Home, Cheap & Without Collateral",BBRI,0.0,0.0,0.0
1635,2021-02-05,"10 Saham Favorit Asing Jumat (5/2), BBRI dan BBTN Jadi Jawara","10 Foreign Favorite Stocks Friday (5/2), BBRI and BBTN Become Champions",BBRI,0.0,0.0,0.0
1636,2021-02-05,Hapus Buku Kredit Bank Mandiri (BMRI) Diramal Terkendali Tahun Ini,Bank Mandiri (BMRI) credit book write-off predicted to be under control this year,BMRI,1.0,1.0,1.0
1637,2021-02-05,"Syarat Pengajuan KUR BRI, Ada Kuota Rp170 Triliun Tahun Ini. Simak!","Requirements for applying for BRI KUR, there is a quota of IDR 170 trillion this year. Listen!",BBRI,0.0,0.0,0.0
1638,2021-02-05,"Kebijakan Hapus Buku Kredit, BRI (BBRI) Tetap Konservatif","Credit Book Write-Off Policy, BRI (BBRI) Remains Conservative",BBRI,0.0,0.0,0.0
1639,2021-02-05,Hapus Buku Kredit BTN (BBTN) Diproyeksi hingga Rp3 Triliun pada 2021,Write-off BTN Credit Book (BBTN) is projected to reach IDR 3 trillion in 2021,BBTN,0.0,0.0,0.0
1640,2021-02-07,Bank BTN (BBTN) Tawarkan KPR Investasi Kos-kosan ke UGM,Bank BTN (BBTN) Offers KPR Investment in Boarding Houses to UGM,BBTN,0.0,0.0,0.0
1641,2021-02-07,Begini rencana pengembangan bisnis energi dan petrokimia dari Barito Pacific (BRPT),This is the energy and petrochemical business development plan from Barito Pacific (BRPT),BRPT,0.0,0.0,0.0
1642,2021-02-08,"BCA Bukukan Laba Bersih Rp 27,1 Triliun Sepanjang Tahun 2020",BCA Records Net Profit of IDR 27.1 Trillion Throughout 2020,BBCA,0.0,0.0,0.0
1643,2021-02-08,"Ada Pandemi Selama 2020, BCA Bukukan Laba Rp 27,1 T","There was a pandemic during 2020, BCA recorded a profit of IDR 27.1 trillion",BBCA,1.0,1.0,1.0
1644,2021-02-08,"Pertama Kali dalam Sejarah, Aset BCA Tembus Rp 1.076 T","First time in history, BCA assets reach IDR 1,076 trillion",BBCA,0.0,0.0,0.0
1645,2021-02-08,"Kebutuhan Makin Tinggi, Bank Mandiri Kembangkan Layanan Kustodian dan Trustee","Needs are Increasing, Bank Mandiri Develops Custodian and Trustee Services",BMRI,0.0,0.0,0.0
1646,2021-02-08,"BCA (BBCA) Raup Laba Bersih Rp27,13 Triliun Sepanjang 2020",BCA (BBCA) Earns Net Profit of IDR 27.13 Trillion Throughout 2020,BBCA,0.0,0.0,0.0
1647,2021-02-08,"Cerita BRI Bisa Jadi Jadi 'Raksasa' di Kredit UMKM, Simak!","BRI's Story Can Become a 'Giant' in MSME Credit, Listen!",BBRI,0.0,0.0,0.0
1648,2021-02-08,"Kinerja BRI, Mandiri, BNI, dan BTN. Siapa Paling Tahan 'Gigitan' Corona?","Performance of BRI, Mandiri, BNI and BTN. Who is the most resistant to Corona's 'bite'?",BBRI,0.0,0.0,0.0
1649,2021-02-08,"Kinerja diproyeksi membaik, begini rekomendasi saham Barito Pacific (BRPT)","Performance is projected to improve, here are the recommendations for Barito Pacific (BRPT) shares",BRPT,0.0,0.0,0.0
1650,2021-02-08,"Selama Pandemi 2020, BCA Restrukturisasi Kredit Rp 104 T","During the 2020 Pandemic, BCA Restructured Credit IDR 104 T",BBCA,0.0,0.0,0.0
1651,2021-02-09,Resmi! BRI Agro Daftar Jadi Bank Digital ke OJK,Official! BRI Agro Registers as a Digital Bank with OJK,BBRI,0.0,0.0,0.0
1652,2021-02-09,"J Resources vs Merdeka Copper Panas Lagi, Ini Pemicunya!","J Resources vs freedom Copper is hot again, this is the trigger!",MDKA,0.0,1.0,1.0
1653,2021-02-09,Ini cara dan syarat pengajuan pinjaman KUR BRI,This is the method and conditions for applying for a BRI KUR loan,BBRI,0.0,0.0,0.0
1654,2021-02-09,"Bakal Rights Issue, Siap-siap Ini Target Harga Terdekat BBRI","For the Rights Issue, Get Ready. This is BBRI's closest price target",BBRI,0.0,0.0,0.0
1655,2021-02-09,"Efek Kesaktian Sri Mulyani, Saham BRI Terbang Pas IHSG Drop","The Effect of Sri Mulyani's Magic, BRI Shares Fly When IHSG Drops",BBRI,1.0,1.0,1.0
1656,2021-02-10,"Kurs Jual Beli Dolar AS di BCA dan BRI, 10 Februari 2021","US Dollar Buying and Selling Rates at BCA and BRI, 10 February 2021",BBCA,0.0,0.0,0.0
1657,2021-02-10,Antam tunggu IUPK untuk kuasai dua wilayah tambang nikel bekas Vale (INCO),Antam waits for IUPK to control two former Vale (INCO) nickel mining areas,INCO,0.0,0.0,0.0
1658,2021-02-10,"BCA Kanwil IV Makassar Bukukan Laba Rp1,46 Triliun Pada 2020",BCA Regional Office IV Makassar Records Profit of IDR 1.46 Trillion in 2020,BBCA,0.0,0.0,0.0
1659,2021-02-11,"Gandeng Artajasa, Bank Mandiri Integrasikan BPR ke GPN","Collaborating with Artajasa, Bank Mandiri Integrates BPR into GPN",BMRI,0.0,0.0,0.0
1660,2021-02-11,Antam akan segera kuasai dua wilayah tambang nikel bekas Vale Indonesia (INCO),Antam will soon control two former Vale Indonesia (INCO) nickel mining areas,INCO,0.0,0.0,0.0
1661,2021-02-11,"Bank BRI Jadi Holding Pembiayaan Ultra Mikro, Saham BBRI Makin Seksi","BRI Bank Becomes Ultra Micro Financing Holding, BBRI Shares Are Getting Sexier",BBRI,0.0,0.0,0.0
1662,2021-02-12,Potensial! Ini Tantangan & Peluang BNI Garap Pasar Milenial,Potential! These are the Challenges & Opportunities for BNI to Work on the Millennial Market,BBNI,1.0,1.0,1.0
1663,2021-02-12,Sssttt... Ada Saham Bank yang Menarik Selain BBCA & BBRI Lho,"Pssttt... There are interesting bank shares besides BBCA & BBRI, you know",BBRI,0.0,0.0,0.0
1664,2021-02-14,"Kantor Cabang BTN Makassar Kebakaran, Dokumen Nasabah Dipastikan Aman","BTN Makassar Branch Office Fires, Customer Documents Ensured to be Safe",BBTN,0.0,0.0,0.0
1665,2021-02-15,"Transaksi Mobile Banking BNI Capai Rp 466 T, Naik Hampir 50%","BNI Mobile Banking Transactions Reach IDR 466 T, Up Nearly 50%",BBNI,0.0,0.0,0.0
1666,2021-02-15,"KPR Bank BTN Tembus Rp 235 T di 2020, Rumah Subsidi Melesat!","Bank BTN KPR Reaches IDR 235 T in 2020, Subsidized Housing Soars!",BBTN,0.0,0.0,0.0
1667,2021-02-15,Ini Langkah BTN Untuk Jadi Best Mortgage Bank ASEAN di 2025,These are BTN's steps to becoming ASEAN's Best Mortgage Bank in 2025,BBTN,0.0,0.0,0.0
1668,2021-02-15,Bisnis Internasional Bank Negara Indonesia (BBNI) tumbuh solid pada 2020,Bank Negara Indonesia (BBNI) International Business grew solidly in 2020,BBNI,0.0,0.0,0.0
1669,2021-02-16,"BTN akan membentuk tiga anak usaha, untuk perluas cakupan bisnis","BTN will form three subsidiaries, to expand business scope",BBTN,0.0,0.0,0.0
1670,2021-02-16,"PPnBM Nol Persen: Ini Bunga Kredit Kendaraan di BCA, Mandiri, BRI, Maybank","Zero Percent PPnBM: This is Vehicle Loan Interest at BCA, Mandiri, BRI, Maybank",BBCA,0.0,0.0,0.0
1671,2021-02-16,Sustainability Bond BRI Berhasil Ciptakan Lapangan Kerja,BRI Sustainability Bond Successfully Creates Job Opportunities,BBRI,0.0,0.0,0.0
1672,2021-02-16,"Inklusi Keuangan, Kinerja BNI Agen46 Meningkat di Era Pandemi","Financial Inclusion, BNI Agen46 Performance Increases in the Pandemic Era",BBNI,0.0,0.0,0.0
1673,2021-02-16,"Misi Baru BTN (BBTN), Siap Taklukkan Asia Tenggara","BTN (BBTN) New Mission, Ready to Conquer Southeast Asia",BBTN,0.0,0.0,0.0
1674,2021-02-17,"Kerja sama dengan Alipay, Bank Mandiri masih tunggu izin dari OJK","In collaboration with Alipay, Bank Mandiri is still waiting for permission from the OJK",BMRI,0.0,0.0,0.0
1675,2021-02-17,Merdeka Copper (MDKA) dan Wealthy dirikan perusahaan patungan acid iron metal,freedom Copper (MDKA) and Wealthy establish an acid iron metal joint venture,MDKA,0.0,0.0,0.0
1676,2021-02-17,"Ini Ekspansi Merdeka Copper Dkk Senilai Rp 1,2 T di Morawali",This is the expansion of freedom Copper et al worth IDR 1.2 T in Morawali,MDKA,0.0,0.0,0.0
1677,2021-02-17,Ketulusan Mantri BRI Menjadi Agen Pembangunan di Perbatasan,BRI Mantri's Sincerity in Becoming a Development Agent at the Border,BBRI,0.0,0.0,0.0
1678,2021-02-18,Proyek AIM dongkrak prospek jangka panjang Merdeka Copper Gold (MDKA),AIM project boosts long-term prospects for freedom Copper Gold (MDKA),MDKA,0.0,0.0,0.0
1679,2021-02-18,"Ramah Lingkungan, Portfolio Green Banking BNI Tembus Rp 139 T","Environmentally Friendly, BNI Green Banking Portfolio Reaches IDR 139 T",BBNI,0.0,0.0,0.0
1680,2021-02-18,"Bantu Fasilitas Kesehatan Kelola Keuangan, Bank Mandiri Luncurkan MHAS","Helping Health Facilities Manage Finances, Bank Mandiri Launches MHAS",BMRI,0.0,0.0,0.0
1681,2021-02-19,"LDR Longgar, BNI Punya Modal Kuat Ekspansi Kredit di 2021","Loose LDR, BNI Has Strong Capital for Credit Expansion in 2021",BBNI,0.0,0.0,0.0
1682,2021-02-19,Srikandi BRI: Perempuan Tangguh dukung Kewirausahaan Sosial Ekonomi Berkelanjutan,Srikandi BRI: Resilient Women Support Sustainable Socioeconomic Entrepreneurship,BBRI,0.0,0.0,0.0
1683,2021-02-19,Srikandi BRI Dukung Kewirausahaan Berkelanjutan,Srikandi BRI Supports Sustainable Entrepreneurship,BBRI,0.0,0.0,0.0
1684,2021-02-22,"Lambung Kekayaan Erick & Boy Thohir : Ketiban Berkah Saham MARI, MDKA Hingga ABBA","The Hull of Erick & Boy Thohir's Wealth: The Blessing of MARI, MDKA and ABBA Shares",MDKA,1.0,0.0,1.0
1685,2021-02-22,Ini Sejumlah Faktor yang Bikin BNI Kuat Hadapi 2021,These are a number of factors that will make BNI strong in facing 2021,BBNI,0.0,0.0,0.0
1686,2021-02-22,"Walau Ada Pandemi, Bisnis Luar Negeri Bank Mandiri Mampu Tumbuh 19 Persen","Despite the Pandemic, Bank Mandiri's Overseas Business Was Able to Grow 19 Percent",BMRI,0.0,0.0,0.0
1687,2021-02-23,"Menghitung Potensi Cuan dari Saham BBNI, Simak Yah!","Calculating Potential Profits from BBNI Shares, Take a Look!",BBNI,0.0,0.0,0.0
1688,2021-02-24,"Ibarat Tabungan, CKPN BNI Bisa Berubah Jadi Laba di 2021","Like savings, BNI's CKPN can turn into profit in 2021",BBNI,0.0,0.0,0.0
1689,2021-02-24,"Aset Induk BCA Milik Orang Terkaya RI Capai Rp1.217 Triliun, Laba Rp27 Triliun","BCA Parent Assets Owned by RI's Richest Man Reach IDR 1,217 Trillion, Profit IDR 27 Trillion",BBCA,0.0,0.0,0.0
1690,2021-02-24,"Stimulus DP Rumah 0%, BTN Siap Perluas Segmentasi Nasabah KPR","0% Home Down Payment Stimulus, BTN Ready to Expand KPR Customer Segmentation",BBTN,0.0,0.0,0.0
1691,2021-02-25,Mau Beli Mobil? Tak Semua Nasabah BCA Bisa Dapat DP 0 Rupiah,Want to Buy a Car? Not all BCA customers can get a DP of 0 Rupiah,BBCA,0.0,0.0,1.0
1692,2021-02-25,"Milenial Ogah ke Cabang, BCA Siapkan Bank Digital","Millennials Reluctant to Go to Branches, BCA Prepares Digital Bank",BBCA,0.0,0.0,0.0
1693,2021-02-25,"Kian Diminati, BCA Layani 9.000 Pembukaan Rekening Online Tiap Hari","Increasingly in demand, BCA serves 9,000 online account openings every day",BBCA,0.0,0.0,0.0
1694,2021-02-25,"Debitur Ajukan Kredit Saat Restrukturisasi, Ini Respons BMRI","Debtors Apply for Credit During Restructuring, This is BMRI's Response",BMRI,0.0,0.0,0.0
1695,2021-02-25,"Mitigasi Risiko LaR Membengkak, Ini Strategi BNI","Mitigating the Risk of Swelling LaR, This is BNI's Strategy",BBNI,0.0,0.0,0.0
1696,2021-02-25,Bos BRI: Pertumbuhan Kredit Bukan Selalu Soal Bunga,BRI Boss: Credit Growth Is Not Always About Interest,BBRI,1.0,1.0,1.0
1697,2021-02-25,Merdeka Copper (MDKA) Siap Private Placement Lepas 1 Miliar Saham,freedom Copper (MDKA) Ready for Private Placement to Release 1 Billion Shares,MDKA,0.0,0.0,0.0
1698,2021-02-25,"Migrasi ke Digital, Ini Strategi yang Disiapkan Bank Mandiri","Migrating to Digital, This is the Strategy Prepared by Bank Mandiri",BMRI,0.0,0.0,0.0
1699,2021-02-25,Begini Strategi Bank Mandiri Genjot Kredit di 2021,This is Bank Mandiri's strategy to boost credit in 2021,BMRI,0.0,0.0,0.0
1700,2021-02-25,BRI Salurkan Kredit Rp562 T ke Aktivitas Bisnis Berkelanjutan,BRI Distributes IDR 562 T of Credit to Sustainable Business Activities,BBRI,0.0,0.0,0.0
1701,2021-02-25,Cerita Mantri BRI Berjibaku di Pelosok NTT,Story of BRI Mantri Struggling in Remote Areas of NTT,BBRI,0.0,1.0,1.0
1702,2021-02-25,"Penetrasi Ultra Mikro, BRI Incar 30 Juta UMKM","Ultra Micro Penetration, BRI Targets 30 Million MSMEs",BBRI,0.0,0.0,0.0
1703,2021-02-26,BRI imbau nasabah segera ganti ATM strip magnetik dengan kartu chip,BRI urges customers to immediately replace magnetic stripe ATMs with chip cards,BBRI,0.0,0.0,0.0
1704,2021-02-26,"Harga minyak naik, ini dampaknya bagi bisnis bisnis Vale Indonesia (INCO)","Oil prices rise, this is the impact on Vale Indonesia's (INCO) business",INCO,1.0,1.0,1.0
1705,2021-02-26,"Pendapatan Drop di 2020, Laba INCO Melesat 44% Jadi Rp 1,2 T","Revenue Drop in 2020, INCO Profit Jumps 44% to IDR 1.2 T",INCO,1.0,1.0,1.0
1706,2021-02-26,Menggiurkan! BCA Tawarkan Bunga KPR & KKB Super Murah,Tempting! BCA Offers Super Cheap KPR & KKB Interest,BBCA,0.0,0.0,0.0
1707,2021-02-26,Bos BTN: Restrukturisasi Kredit Bukan Bom Waktu bagi Bank,BTN Boss: Credit Restructuring Is Not a Time Bomb for Banks,BBTN,,1.0,1.0
1708,2021-02-26,"Beli Rumah DP Nol Persen, Bos BCA Wanti-wanti soal Ini!","Buy a House with Zero Percent Down Payment, BCA Boss Warns About This!",BBCA,0.0,1.0,1.0
1709,2021-02-27,"Grand Prize Vellfire, BRI Gelar Pengundian Britama FSTVL","Vellfire Grand Prize, BRI Holds Britama FSTVL Drawing",BBRI,0.0,0.0,0.0
1710,2021-02-28,"Kasus Salah Transfer BCA, Pakar Hukum: Penerima Dana Tak Halal Wajib Mengembalikan","BCA Wrong Transfer Case, Legal Expert: Recipients of Unhalal Funds Must Return",BBCA,0.0,0.0,0.0
1711,2021-03-01,"Laba Semen Indonesia (SMGR) naik saat pendapatan menurun, simak kata analis","Semen Indonesia (SMGR) profit rose as revenue declined, analysts say",SMGR,,1.0,1.0
1712,2021-03-01,Bank Mandiri Perluas Akses Transaksi Uang Asing Antar Bank,Bank Mandiri Expands Access to Inter-Bank Foreign Money Transactions,BMRI,0.0,0.0,0.0
1713,2021-03-01,"Membedah Prospek BNI Pada 2021, Bakal Melesat?","Dissecting BNI's prospects in 2021, will it accelerate?",BBNI,0.0,0.0,0.0
1714,2021-03-02,"Kartu Debit Chip Beredar 82 Persen, BRI Yakin Bisa 100 Persen Tahun Ini","Chip Debit Cards Circulating 82 Percent, BRI Believes It Can Be 100 Percent This Year",BBRI,0.0,0.0,0.0
1715,2021-03-02,"Pameran KKB Virtual Mall BCA, Nasabah Bisa Tinjau Mobil Lewat Online","BCA Mall Virtual KKB Exhibition, Customers Can View Cars Online",BBCA,0.0,0.0,0.0
1716,2021-03-02,Realisasi Kartu Debit Berbasis Chip BCA sudah 80 Persen,Realization of BCA Chip-Based Debit Cards has reached 80 percent,BBCA,0.0,0.0,0.0
1717,2021-03-03,"Museum Bank Mandiri Dibuka Lagi, Ini Syarat Berkunjung","Bank Mandiri Museum Reopens, These are the Conditions for Visiting",BMRI,0.0,0.0,0.0
1718,2021-03-03,"Kualitas Kredit Terjaga, BRI Berpotensi Berkembang di 2021","Maintained Credit Quality, BRI Has the Potential to Grow in 2021",BBRI,0.0,0.0,0.0
1719,2021-03-03,"Perincian biaya administrasi tabungan Bank BNI, suku bunga, & saldo minimal terbaru","Details of BNI Bank savings administration fees, interest rates, & latest minimum balance",BBNI,0.0,0.0,0.0
1720,2021-03-03,"Rincian biaya adminitrasi Bank BNI, suku bunga, dan saldo minimal terbaru","Details of BNI Bank administration fees, interest rates and latest minimum balance",BBNI,0.0,0.0,0.0
1721,2021-03-03,Resmi! FWD Financial Jadi Pemegang Saham BRI Life,Official! FWD Financial Becomes BRI Life Shareholder,BBRI,0.0,0.0,0.0
1722,2021-03-03,"FWD Genggam 29,86 Persen Saham BRI Life, Siap Perkuat Bisnis Asuransi","FWD Holds 29.86 Percent of BRI Life Shares, Ready to Strengthen Insurance Business",BBRI,0.0,0.0,0.0
1723,2021-03-03,Kisah BNI Menapaki Badai Krisis 1997-2020,The Story of BNI Weathering the 1997-2020 Crisis Storm,BBNI,0.0,0.0,0.0
1724,2021-03-04,Direktur BRI Paparkan Tantangan & Peluang Kecerdasan Buatan di Sektor Perbankan,BRI Director Explains Challenges & Opportunities of Artificial Intelligence in the Banking Sector,BBRI,0.0,1.0,1.0
1725,2021-03-04,"Terus Fokus di UMKM, BRI Masuk Daftar Perusahaan Kelas Dunia","Continuing to focus on MSMEs, BRI enters the list of world class companies",BBRI,0.0,0.0,0.0
1726,2021-03-04,"BRI salurkan KUR Rp 11,36 triliun pada bulan Januari",BRI distributes KUR of IDR 11.36 trillion in January,BBRI,0.0,0.0,0.0
1727,2021-03-04,"HUT ke-22, Serikat Pekerja BNI Solid & Dukung Transformasi","22nd Anniversary, BNI Workers Union Solid & Supports Transformation",BBNI,0.0,0.0,0.0
1728,2021-03-04,"Bukan ANTM-INCO, Bos Emiten Ini Siap Pasok Nikel ke Tesla!","Not ANTM-INCO, this issuer's boss is ready to supply nickel to Tesla!",INCO,0.0,0.0,0.0
1729,2021-03-04,"Fokus di UMKM, BRI Masuk Daftar Perusahaan Elite Dunia","Focusing on MSMEs, BRI is on the list of world elite companies",BBRI,0.0,0.0,0.0
1730,2021-03-04,"Kantongi Belasan Mandat, BNI Sekuritas Optimis Bisnis Underwriting Tahun Ini Ramai","Having received dozens of mandates, BNI securities is optimistic that the underwriting business will be busy this year",BBNI,0.0,0.0,0.0
1731,2021-03-05,"Siap Suplai Nikel ke Tesla, Ini Bedanya BHP vs ANTM-TINS-INCO","Ready to supply nickel to Tesla, this is the difference between BHP vs ANTM-TINS-INCO",INCO,0.0,0.0,0.0
1732,2021-03-05,"BNI Tiba-tiba Umumkan Ubah Jadwal RUPST, Ada Apa Nih?","BNI Suddenly Announces Change to AGMS Schedule, What's the Matter?",BBNI,0.0,0.0,1.0
